@relation Metric
@attribute PID string
@attribute SFT numeric
@attribute W numeric
@attribute P numeric
@attribute S numeric
@attribute B numeric
@attribute E numeric
@attribute St numeric
@attribute F numeric
@attribute G numeric
@attribute T7 numeric
@attribute T3 numeric
@attribute U numeric
@attribute A numeric
@attribute Se {M, F}
@attribute LB numeric
@attribute PF numeric
@attribute TF numeric
@attribute RHF numeric
@attribute Fi numeric
@data
54a6fd23-8729-4310-9d0b-70bc43eb5349,0.2800,0.0000,0.0000,0.0000,4.4286,4.4286,4.8571,4.4286,2.8571,31.1771,31.3200,0,1244,M,77.0000,0.0000,0.6233,0.4286,7
f2dc7932-a958-41af-89c2-09861e5337e5,0.0000,0.2500,0.0000,0.0000,4.2500,1.5000,2.5000,4.0000,3.0000,31.2750,31.4167,0,1146,F,58.0000,1.0000,0.4841,1.0000,6
6108d543-9ce7-49bb-a4c1-5b756153d133,0.3200,0.1429,0.0000,0.0000,4.1429,2.8571,4.7143,3.2857,3.2857,31.2043,31.4467,0,794,M,76.2857,0.6667,0.8107,0.0000,5
3c315002-3ad9-4c4c-bd44-391761420877,0.6700,0.1667,0.0000,0.0000,4.8333,4.5000,2.8333,1.8333,3.3333,30.8667,30.8467,0,1276,F,68.0833,0.0000,0.8220,0.0000,4
20090d91-4592-4fa2-a6b1-08f53893c94d,0.2400,0.1429,0.0000,0.0000,3.5714,3.1429,3.2857,2.5714,2.8571,31.1743,31.2267,0,941,F,60.0000,0.0000,0.8555,0.7500,3
8a0c62fb-be40-4ef0-a067-a9d6703e0cc9,0.3700,0.0000,0.0000,0.1429,5.7143,2.5714,1.8571,2.2857,2.1429,30.9443,31.2033,0,867,M,68.3571,0.0000,0.4658,0.7474,2
447a5eaf-3a74-4b84-a99d-0b220959db00,0.6200,0.0000,0.0000,0.1429,5.2857,2.5714,2.0000,1.7143,3.4286,30.6200,30.8000,0,987,F,64.0714,0.5000,0.7935,0.8663,1
8d6c621e-0774-48a7-9bc2-6c7fec4966f9,0.1900,0.0000,0.0000,0.0000,4.0000,3.8571,4.4286,3.7143,1.7143,31.3357,31.6300,0,788,M,67.7857,0.1667,0.5546,1.0000,7
0fb5b405-7127-4aeb-93f7-20916959abc6,0.5000,0.0000,0.0000,0.0000,4.5714,4.0000,4.2857,3.1429,2.8571,31.2643,31.4833,0,1055,F,63.1429,0.7879,0.5810,1.0000,6
cc196b3b-1fd1-42a5-807e-6806945ca595,0.0100,0.1429,0.0000,0.0000,5.5714,3.2857,4.1429,4.1429,2.7143,31.2171,31.4333,0,896,M,69.5714,0.8235,0.4321,0.0000,5
ca0d1177-fa35-4769-a2dc-a159c5a8065e,0.7200,0.0000,0.0000,0.0000,4.2857,5.0000,4.4286,4.5714,1.4286,31.2586,31.6067,0,1179,M,72.0714,0.7660,0.6503,0.7143,4
8ba13bfe-f676-4bfe-8173-59c832e752d0,0.1600,0.0000,0.0000,0.0000,3.8571,1.1429,1.2857,2.5714,2.5714,31.2529,31.5333,0,1012,F,62.2143,0.5000,0.6105,0.0000,3
260d7f3d-05fb-4cee-9e5e-9fd0931fac02,0.0000,0.1429,0.0000,0.0000,3.7143,2.8571,2.8571,2.7143,1.4286,31.1643,30.9833,0,1260,F,65.7143,0.9238,0.5849,0.5000,2
adc96617-0d58-455b-847f-94c12f779490,0.2700,0.0000,0.0000,0.0000,3.4286,2.7143,2.0000,2.4286,2.4286,31.0386,31.0800,0,635,F,64.4286,0.4685,0.7034,0.6667,1
d1f63430-5830-4ef3-a20d-b30ab8b2fa23,0.0000,0.1429,0.0000,0.0000,4.0000,1.7143,1.8571,3.0000,1.5714,31.3286,31.4367,0,1034,M,64.1429,0.0000,0.5614,1.0000,7
b95156c5-d878-4a39-a500-3ec45122f1c1,0.1600,0.0000,0.0000,0.0000,4.4286,4.2857,5.4286,4.1429,2.7143,31.0986,31.3000,0,873,M,73.0000,0.0500,0.2660,0.0000,6
04ae7791-13b3-4db8-b356-50695962ef46,0.2400,0.0000,0.0000,0.0000,4.1429,6.4286,4.7143,3.0000,2.4286,30.9543,31.2267,0,1346,F,64.7143,1.0000,0.6792,0.5485,5
694828ee-21e9-450a-8fcb-03c0efd3bf31,0.0800,0.0000,0.0000,0.1429,4.0000,4.7143,5.1429,4.0000,2.1429,31.1243,31.4333,0,655,M,65.7143,0.3333,0.3795,0.8345,4
7fbc64b9-4923-460f-9be3-7e483e079ee7,0.0400,0.0000,0.1429,0.0000,3.4286,1.0000,1.4286,2.5714,2.8571,31.0529,31.4133,0,903,M,66.1429,0.6029,0.6867,0.5000,3
6cdb8e14-21b2-41aa-96cc-187e6ae70a52,0.3400,0.0000,0.0000,0.0000,3.5714,2.2857,2.2857,3.0000,2.4286,31.0486,31.4200,0,1076,F,62.6429,0.0000,0.6116,0.5977,2
7dc61290-a94d-4d46-9ebe-090438639734,0.1200,0.0000,0.1429,0.0000,4.0000,4.0000,4.2857,3.8571,1.4286,31.1614,31.2700,0,786,M,69.4286,0.9000,0.5410,0.6000,1
84fe38fd-5c61-4e09-abc9-6f893e35f5ed,0.5300,0.0000,0.0000,0.0000,5.8571,5.2857,4.7143,4.0000,2.2857,31.3643,31.3200,0,879,F,58.3571,1.0000,0.5180,0.5000,7
65a9e665-a9db-4c2e-81f9-7e1a8b3951e1,0.6400,0.0000,0.0000,0.0000,4.8571,2.8571,2.5714,3.1429,2.2857,30.7771,31.2300,0,1288,M,70.0714,0.0000,0.6404,0.6475,6
bc6566a4-aacf-43ad-b3b3-cc96f79c0c8b,0.5300,0.0000,0.1429,0.0000,4.0000,3.8571,2.7143,3.2857,2.8571,31.0043,31.4033,0,903,M,74.7143,1.0000,0.7408,0.5755,5
c84b20c2-9fda-41aa-b3fe-2e5d5350280d,0.0000,0.1429,0.0000,0.0000,4.5714,6.7143,5.7143,5.2857,2.1429,31.2843,31.4533,0,867,F,65.3571,1.0000,0.5015,0.1429,4
c198ecc3-927d-4d1a-85b6-18563cbd7847,0.1300,0.1429,0.0000,0.0000,4.8571,3.7143,3.2857,4.2857,1.4286,31.2629,31.4500,0,1268,F,60.8571,0.0000,0.4999,0.7143,3
bb5476d1-4c8b-468b-9085-cd054fc972a0,0.5400,0.0000,0.1429,0.0000,4.0000,1.4286,1.8571,3.8571,2.8571,31.1257,31.5100,0,873,F,64.5000,0.8000,0.5151,0.3943,2
bbcabd63-3369-4093-8512-b7c9ca312e51,0.2600,0.0000,0.0000,0.1429,3.1429,4.5714,4.5714,3.2857,3.2857,31.1700,31.3333,0,1183,F,70.3571,0.0000,0.6484,0.5908,1
8b62e6a6-68bd-4e09-afd1-47611d287c31,0.5100,0.0000,0.0000,0.0000,3.6000,5.2000,5.2000,4.4000,2.6000,31.3100,31.4967,0,644,F,63.6000,0.2727,0.3344,0.5276,8
6976c1b2-b2b7-45d9-9093-d8a4f0f5435b,0.1000,0.0000,0.0000,0.0000,3.7143,4.8571,4.4286,4.4286,2.7143,31.3386,31.2767,0,714,M,80.0714,0.1000,0.4676,0.3365,7
babfbc97-2807-49c5-ac2f-2a3f76ea9e1c,0.3500,0.1429,0.0000,0.0000,4.7143,6.1429,4.1429,3.2857,1.7143,31.1543,31.4367,0,1227,F,59.5000,1.0000,0.4831,1.0000,6
6c18c541-a903-4cfc-b0f4-1244edfbbe6f,0.0000,0.0000,0.0000,0.1429,4.8571,6.1429,5.2857,4.7143,2.0000,31.3850,31.7100,0,1384,F,58.2143,0.7169,0.6187,1.0000,5
b178dae1-5978-498b-be40-27e16208a844,0.1900,0.0000,0.1429,0.0000,4.4286,5.1429,4.4286,4.2857,2.2857,31.3671,31.7033,0,721,F,66.0714,0.6100,0.5292,0.5911,4
02d8072d-e973-4403-9a79-b338c76d2dc6,0.1800,0.0000,0.0000,0.0000,4.2857,1.2857,1.4286,4.2857,2.1429,31.4486,32.0567,0,699,M,73.0714,0.4345,0.5279,0.3333,3
ba770435-4a17-41b0-89d6-1a6f1132b7d9,0.3400,0.0000,0.0000,0.0000,5.8571,4.0000,4.1429,5.0000,2.5714,31.2900,31.2100,0,1595,F,60.5000,0.0769,0.3340,0.4286,2
d29cc01c-0164-412e-a620-a478635b9b6d,0.3600,0.0000,0.0000,0.0000,4.7143,3.2857,2.5714,4.1429,2.8571,31.2186,31.4333,0,877,M,69.5000,0.4000,0.3888,0.0000,1
ba177c5e-15dc-46f4-8928-483022a1e58c,0.6600,0.1429,0.0000,0.0000,3.0000,5.8571,4.8571,4.1429,1.5714,31.1086,31.2000,0,836,F,53.0714,0.0000,0.6158,1.0000,7
7182608a-a8f0-4d09-8397-139eaa2f86f7,0.2200,0.1429,0.0000,0.0000,6.0000,4.5714,4.0000,5.1429,1.5714,31.3343,31.7633,0,714,F,68.3571,0.2196,0.3928,0.2857,6
b3663a5f-7ee9-4bab-b0fc-c394463d9633,0.0700,0.0000,0.0000,0.0000,4.1429,5.8571,4.1429,3.1429,2.5714,31.1957,31.3233,0,1022,M,76.1429,0.6643,0.6772,0.8347,5
09c7f126-954b-4d47-b2ce-d27f3f96be2a,0.3500,0.0000,0.0000,0.1429,5.0000,3.5714,3.8571,4.2857,2.4286,31.3014,31.4533,0,710,M,72.2857,0.8571,0.4176,0.0000,4
9a9c76ed-6967-404b-a192-0ea7349921b2,0.0000,0.0000,0.0000,0.0000,4.2857,5.0000,4.2857,2.7143,1.8571,31.1943,31.1733,0,1020,F,64.0714,1.0000,0.5702,0.0000,3
8429470e-74e0-4e52-ba4d-269b9b506cb2,0.4700,0.1429,0.0000,0.0000,4.1429,3.0000,3.0000,2.8571,2.8571,31.1686,31.2633,0,988,F,62.5714,0.5616,0.5457,0.6000,2
6905d845-fc7c-4d3f-b541-3cdeebadfb06,0.3700,0.1429,0.0000,0.0000,5.1429,5.1429,3.8571,3.0000,0.8571,30.9714,31.1533,0,660,F,66.1429,1.0000,0.6730,0.6470,1
